"Type","emp_id_k","fname_s","fname_t","minit_s","minit_t","lname_s","lname_t","job_id_s","job_id_t","job_lvl_s","job_lvl_t","pub_id_s","pub_id_t","hire_date_s","hire_date_t"
"In1","OTS91054M","Rosemary","","O","","Villegas","","10","","80","","0736","","31/08/2012 00:14:31",""
"In1","OTU86700M","Rachelle","","C","","Gallegos","","9","","78","","0736","","21/02/2009 01:19:58",""
"In1","OTV70582F","Latoya",""," ","","Kelly","","6","","220","","0736","","17/11/2016 12:18:35",""
"In1","OTW10684M","Victoria","","D","","Durham","","5","","159","","1756","","28/08/2016 21:34:06",""
"In1","OTZ71449M","Leroy",""," ","","Gonzalez","","5","","246","","0736","","07/08/2009 16:48:59",""
"In1","O-U48216M","Otis",""," ","","Cline","","8","","175","","9952","","15/04/2011 01:37:14",""
"In1","OUA35476F","Jim",""," ","","Lang","","3","","200","","9901","","16/02/2013 02:15:54",""
"In1","OUF17884M","Bernard",""," ","","Nichols","","8","","125","","0877","","16/06/2013 10:41:50",""
"In1","OUH62100F","Tiffany",""," ","","Roy","","12","","35","","9952","","09/03/2018 18:29:38",""
"In1","OUI22552F","Guy",""," ","","Estrada","","7","","135","","1756","","05/05/2010 12:02:33",""
"In1","OUM66664M","Donna","","S","","Huber","","5","","198","","1622","","01/04/2010 21:27:59",""
"In1","OVA84909M","Sherrie","","T","","Hodges","","5","","150","","9952","","11/04/2007 15:39:36",""
"In1","OVF14984F","Earl",""," ","","Rose","","11","","75","","0736","","14/04/2003 05:38:18",""
"In1","OVF95634M","Terri",""," ","","Livingston","","13","","64","","9952","","01/09/2002 03:16:36",""
"In1","OVK65800F","Harry",""," ","","Mcfarland","","10","","87","","9952","","16/08/2007 15:10:53",""
"In1","OVL15650F","Elton",""," ","","Sweeney","","12","","32","","9901","","31/07/2013 21:24:06",""
"In1","OVN49625M","Jeremiah","","G","","Jordan","","10","","75","","1756","","26/12/2003 03:26:00",""
"In1","OVQ75672M","Diane",""," ","","Dickerson","","6","","192","","0736","","08/02/2004 04:41:07",""
"In1","OVS22983F","Glenda",""," ","","Werner","","5","","159","","0736","","17/11/2007 17:14:37",""
"In1","OVV21419M","Jeanine",""," ","","Gates","","10","","87","","9999","","23/10/2013 20:40:12",""
"In1","OWC74439M","Kareem","","T","","Bradshaw","","7","","135","","1389","","12/11/2013 05:14:41",""
"In1","OWH51989F","Jeanette",""," ","","Richard","","14","","89","","0736","","21/02/2015 17:46:32",""
"In1","OWL60579F","Angie","","E","","Hoover","","10","","75","","1622","","19/07/2002 11:09:27",""
"In1","OWL63521F","Erick",""," ","","White","","5","","159","","9999","","30/03/2010 03:14:38",""
"In1","OWQ28289M","Edith",""," ","","Zuniga","","5","","172","","1389","","29/04/2010 18:58:40",""
"In1","OWS57108F","Jayson","","S","","Good","","14","","35","","9952","","22/02/2007 05:02:29",""
"In1","OWU64024F","Clay",""," ","","Harrison","","14","","100","","1389","","01/07/2010 16:52:12",""
"In1","OWV92268F","Lawanda","","R","","Fry","","6","","220","","9952","","29/01/2005 20:37:01",""
"In1","OWY76828M","Sheryl",""," ","","Olson","","10","","80","","9901","","14/11/2004 02:48:41",""
"In1","OWZ97345F","Roman",""," ","","Branch","","14","","89","","9901","","23/06/2003 19:06:54",""
"In1","O-X69943M","Veronica",""," ","","French","","7","","135","","9952","","25/04/2008 14:05:02",""
"In1","OXH52316M","Ismael",""," ","","Burton","","14","","89","","9999","","02/03/2013 08:43:04",""
"In1","OXO15571M","Grant","","C","","Pittman","","10","","80","","1389","","08/12/2001 13:14:12",""
"In1","OXQ93035F","Janine","","P","","Edwards","","5","","172","","0736","","14/04/2017 11:04:16",""
"In1","OXT59560M","Cristina",""," ","","Campbell","","9","","78","","1622","","23/10/2017 03:13:39",""
"In1","OXU36672M","Lorraine","","V","","Hill","","3","","200","","9952","","13/10/2008 10:17:53",""
"In1","OXZ65705M","Bradley","","T","","Rivers","","10","","87","","0736","","09/12/2006 02:48:34",""
"In1","OXZ87373F","Jonathan",""," ","","Riley","","8","","175","","0736","","08/08/2009 03:42:50",""
"In1","O-Y72325F","Raquel",""," ","","Choi","","12","","35","","0736","","10/05/2006 13:22:04",""
"In1","OYA73391F","Nick",""," ","","Wilcox","","11","","150","","1622","","27/04/2012 10:53:22",""
"In1","OYE28122M","Jody",""," ","","Tate","","7","","120","","0736","","10/03/2013 07:59:03",""
"In1","OYI10532M","Andrea","","S","","Mathis","","10","","80","","1622","","15/02/2002 16:50:28",""
"In1","OYI10769F","Felicia",""," ","","Hull","","8","","125","","9999","","18/03/2017 05:55:37",""
"In1","OYI30676F","Jeannie",""," ","","Parrish","","7","","135","","1389","","12/09/2010 11:04:02",""
"In1","OYP26837M","Clint",""," ","","Pham","","5","","211","","9901","","31/10/2015 06:31:44",""
"In1","OYQ40150F","Jerry",""," ","","Lynch","","6","","220","","0736","","20/02/2017 04:48:21",""
"In1","OZC22543M","Timmy","","A","","Benson","","11","","112","","0877","","11/10/2003 23:15:09",""
"In1","OZI49010M","Crystal",""," ","","Terrell","","6","","220","","1389","","08/05/2015 10:25:46",""
"In1","OZK86588F","Garrett","","T","","Galloway","","12","","100","","1389","","01/08/2012 12:32:46",""
"In1","OZN84519F","Maggie",""," ","","Michael","","8","","175","","1756","","31/01/2008 11:21:33",""
"In1","OZT27879M","Tabatha","","L","","Bender","","5","","198","","9901","","21/05/2007 07:49:07",""
"In1","OZU69109F","Luke",""," ","","Hartman","","8","","101","","1389","","20/09/2000 03:10:16",""
"In1","OZZ58928M","Isaac",""," ","","Caldwell","","6","","192","","0877","","07/05/2005 05:45:07",""
"In1","PAB39356F","Christi","","N","","Burton","","12","","35","","1389","","20/04/2006 23:58:49",""
"In1","PAE59725M","Kim",""," ","","Summers","","11","","150","","0736","","07/10/2018 03:01:51",""
"In1","PAL93033M","Vivian",""," ","","Arias","","10","","87","","1622","","18/10/2006 20:29:43",""
"In1","PAP30256F","Allen","","B","","Klein","","11","","112","","0736","","12/05/2009 11:03:52",""
"In1","PAP81432M","Matthew","","A","","Alvarez","","2","","215","","1756","","28/09/2018 03:46:56",""
"In1","PAS38719F","Gordon",""," ","","Ho","","7","","120","","9999","","31/05/2015 22:45:32",""
"In1","PAT10493F","Gloria","","Y","","Booker","","10","","87","","9952","","11/06/2010 09:29:16",""
"In1","PAV63507M","Norman","","R","","O'Connell","","7","","195","","9999","","28/11/2019 18:13:42",""
"In1","PAX57928F","Latonya",""," ","","Sweeney","","5","","175","","9999","","30/05/2001 12:07:26",""
"In1","PAZ86050M","Joy","","O","","Chandler","","8","","101","","9999","","13/05/2008 03:37:45",""
"In1","P-B51677F","Natasha","","C","","Shields","","9","","170","","9999","","13/12/2015 23:12:59",""
"In1","PBC33287F","Jared","","Q","","Burch","","7","","120","","9901","","26/07/2002 02:41:04",""
"In1","PBD76856M","Toni",""," ","","Cross","","2","","215","","1389","","14/02/2007 06:08:29",""
"In1","PBE71728M","Elisa",""," ","","Woodward","","11","","112","","0736","","25/11/2001 09:11:23",""
"In1","PBI31057M","Rodney","","P","","Obrien","","13","","35","","1389","","02/06/2013 22:13:32",""
"In1","PBI37193M","Lora",""," ","","Montgomery","","9","","170","","1389","","17/04/2004 13:47:56",""
"In1","PBJ94253M","Lydia","","Z","","Dean","","8","","175","","1389","","02/07/2009 14:30:11",""
"In1","PBT66442F","Sheri","","G","","Medina","","14","","35","","9901","","22/08/2004 21:27:56",""
"In1","PBW20786F","Rosa","","R","","Choi","","11","","150","","1389","","20/10/2018 06:55:49",""
"In1","PBX56199F","Rita",""," ","","Maddox","","10","","87","","0877","","16/07/2019 23:29:22",""
"In1","PBX64187M","Alan",""," ","","Wilkinson","","11","","75","","9999","","21/10/2018 14:09:26",""
"In1","PCC36135F","Brett",""," ","","Elliott","","14","","35","","1622","","02/06/2019 06:12:56",""
"In1","PCC64003F","Stuart",""," ","","Barr","","5","","175","","0736","","14/09/2019 12:41:26",""
"In1","PCC88993M","Hilary",""," ","","Morgan","","9","","170","","9952","","01/12/2005 23:11:19",""
"In1","PCD55140M","Kenneth","","D","","Bush","","11","","75","","9901","","04/04/2014 01:51:34",""
"In1","PCD58438M","Lara","","Y","","Greene","","9","","78","","1756","","22/10/2005 12:12:32",""
"In1","PCJ27527M","Janine",""," ","","Levy","","10","","87","","9952","","26/07/2007 23:37:18",""
"In1","PCJ38088F","Stanley",""," ","","Webster","","9","","170","","0877","","01/03/2010 17:09:06",""
"In1","PCJ81962M","Elton","","E","","Mc Connell","","7","","120","","1622","","14/01/2006 00:28:01",""
"In1","PCK73399M","Chadwick","","L","","Michael","","9","","170","","0877","","14/03/2001 23:10:56",""
"In1","PCL55632M","Preston","","B","","Woodard","","6","","220","","9999","","25/07/2007 23:47:42",""
"In1","PCQ78097F","Helen",""," ","","Garrison","","9","","75","","1389","","27/03/2018 23:47:58",""
"In1","PCU36725F","Laura",""," ","","Booth","","4","","227","","1756","","08/04/2006 09:56:14",""
"In1","P-D30921M","Melisa",""," ","","Keith","","5","","172","","0736","","30/08/2009 14:03:23",""
"In1","PDJ76745F","Denise","","B","","Mc Dowell","","10","","75","","9952","","08/09/2011 10:58:58",""
"In1","PDM23978F","Carol",""," ","","Austin","","2","","215","","0736","","07/07/2007 12:58:13",""
"In1","PDN85089M","Rogelio","","N","","Molina","","11","","150","","9999","","01/02/2007 02:54:15",""
"In1","PDO55160M","Howard",""," ","","Webb","","2","","215","","0736","","27/03/2005 16:07:03",""
"In1","PDU32904F","Krista",""," ","","Mann","","2","","215","","0877","","24/08/2015 09:38:32",""
"In1","PEE66059F","Juanita","","O","","Bell","","6","","192","","9952","","26/02/2002 00:39:41",""
"In1","PEK99257F","Betsy",""," ","","Whitney","","6","","220","","1756","","07/11/2010 12:12:11",""
"In1","PER68423F","Melody",""," ","","Riggs","","10","","87","","1756","","04/05/2005 12:52:42",""
"In1","PEV60424F","Howard",""," ","","Bray","","9","","75","","0736","","21/04/2012 20:34:07",""
"In1","PEW79388M","Justin","","T","","Floyd","","13","","64","","1622","","27/03/2016 02:37:26",""
"In1","PFA62050M","Sidney","","H","","Robbins","","8","","100","","9901","","17/08/2003 00:04:21",""
"In1","PFB36386F","Adam",""," ","","Solomon","","8","","101","","9901","","12/02/2001 13:53:10",""
"In1","PFC11036M","Mike","","R","","Friedman","","5","","198","","1622","","27/07/2017 21:10:42",""
"In1","PFE53333M","Jenny",""," ","","Benson","","14","","89","","9999","","06/08/2014 05:15:55",""
"In1","PFG74573F","Isaac",""," ","","Allen","","11","","150","","9952","","28/02/2009 00:06:24",""
"In1","PFI84517M","Darrick","","Z","","Vaughan","","11","","75","","0877","","15/08/2000 04:33:42",""
"In1","PFW66456F","Keri",""," ","","Skinner","","6","","140","","9901","","24/03/2016 00:02:53",""
"In1","PFX49701F","Elena","","B","","Saunders","","12","","35","","9901","","31/01/2004 11:41:09",""
"In1","PFZ66669M","Claire",""," ","","Figueroa","","9","","78","","1756","","02/07/2012 11:53:34",""
"In1","PGE22821F","Emily",""," ","","Lopez","","5","","211","","9952","","28/12/2005 16:35:41",""
"In1","PGE84939M","Joel","","S","","Barber","","7","","120","","1389","","21/01/2002 22:37:07",""
"In1","PGF49886F","Marla","","S","","Patrick","","7","","195","","1622","","18/11/2011 05:38:12",""
"In1","PGU57027M","Kristian",""," ","","Hopkins","","10","","165","","9901","","24/09/2006 23:43:41",""
"In1","PHC53538F","Alisha","","C","","Mendoza","","14","","89","","1622","","24/07/2007 09:33:58",""
"In1","PHC99680F","Beverly","","Q","","Burton","","5","","198","","1622","","22/10/2018 06:15:54",""
"In1","PHD46668F","Meghan","","P","","Harrington","","13","","100","","1622","","30/05/2013 16:25:32",""
"In1","PHF32093M","Jose",""," ","","Graham","","8","","175","","0736","","30/03/2000 04:29:06",""
"In1","PHJ41664M","Jessie","","S","","Swanson","","4","","227","","1389","","30/07/2011 04:40:42",""
"In1","PHK42060F","Dennis",""," ","","Bowman","","5","","211","","9999","","17/10/2018 07:08:33",""
"In1","PHM56945M","Cecilia",""," ","","Baird","","6","","140","","1389","","25/08/2001 17:15:54",""
"In1","PHO35055F","Holly",""," ","","Bright","","9","","170","","9999","","22/04/2007 01:20:42",""
"In1","PHW80747F","Calvin",""," ","","Flores","","9","","78","","1622","","07/08/2010 12:02:46",""
"In1","PIC47229M","Matthew","","T","","Benson","","13","","100","","1756","","24/10/2010 14:23:00",""
"In1","PIK82553M","Harry",""," ","","Charles","","11","","150","","9952","","22/02/2016 12:13:43",""
"In1","PIL61071F","Cristina",""," ","","Hodge","","5","","172","","0877","","29/11/2011 00:03:57",""
"In1","PIT21046F","Juanita","","T","","Santos","","3","","200","","0736","","21/11/2014 10:55:39",""
"In1","PIW84116F","Tamika",""," ","","Prince","","8","","101","","1622","","31/01/2015 17:56:49",""
"In1","PJC51037F","Claudia","","E","","Briggs","","9","","75","","0877","","29/06/2017 22:16:32",""
"In1","PJC89579F","Jared","","Q","","Bean","","11","","112","","0736","","24/11/2019 05:10:22",""
"In1","PJD95884F","Hugh",""," ","","Berger","","6","","140","","1389","","17/11/2010 19:24:54",""
"In1","PJF82619M","Karen",""," ","","Sherman","","5","","172","","9901","","13/08/2011 23:49:25",""
"In1","PJG62357M","Brett",""," ","","Ramos","","6","","220","","9999","","25/04/2014 22:25:38",""
"In1","PJI86595F","Edward",""," ","","Smith","","3","","200","","9999","","12/12/2001 16:51:19",""
"In1","PJJ60014F","Latasha","","E","","Nguyen","","6","","140","","9999","","07/01/2014 08:49:38",""
"In1","PJJ69948M","Brendan",""," ","","Wu","","12","","100","","9901","","03/01/2002 14:39:44",""
"In1","PJL82817F","Billie","","A","","Hayes","","8","","101","","9901","","23/05/2015 14:58:02",""
"In1","PJR79519F","Raul",""," ","","Williams","","14","","35","","0877","","02/06/2009 06:50:40",""
"In1","PJW23282F","Samuel","","E","","King","","11","","150","","1622","","05/04/2012 19:38:14",""
"In1","PKD27903M","William","","P","","Castaneda","","10","","80","","9999","","12/07/2008 06:21:33",""
"In1","PKD70735F","Jarrod","","R","","Ferguson","","11","","112","","0877","","15/01/2003 13:29:56",""
"In1","PKE55568M","Kenya","","A","","Day","","6","","192","","1622","","03/01/2008 11:55:00",""
"In1","PLH67955M","Neal",""," ","","Skinner","","14","","35","","9999","","24/02/2015 17:02:50",""
"In1","PLJ77021F","Norman","","E","","Fuentes","","9","","75","","1756","","30/08/2018 13:05:36",""
"In1","PLM30610F","Angelica",""," ","","Liu","","8","","125","","1389","","03/07/2010 07:21:59",""
"In1","PLM62523F","Antonio","","K","","Frye","","7","","120","","0877","","10/08/2003 21:13:36",""
"In1","PLM67771F","Samuel",""," ","","Powers","","7","","120","","1622","","09/07/2008 13:58:55",""
"In1","PLO56020M","April","","C","","Parker","","2","","215","","9901","","27/07/2019 17:32:54",""
"In1","PLO95917F","Candy",""," ","","Vaughn","","14","","35","","0877","","08/03/2001 12:15:20",""
"In1","PLP82860M","Zachary",""," ","","Buckley","","8","","100","","0736","","07/11/2010 02:27:37",""
"In1","PLS39183M","Alisha",""," ","","Wilkerson","","3","","200","","1622","","17/10/2019 01:24:38",""
"In1","PLU70141M","Melody","","Q","","Lara","","8","","175","","0736","","18/08/2018 20:32:01",""
"In1","PLZ15424F","Latasha","","Q","","Butler","","9","","170","","1389","","29/06/2016 00:55:34",""
"In1","PMG70008F","Alfredo",""," ","","Moss","","7","","120","","9901","","19/12/2000 20:54:48",""
"In1","PMH47241F","Rachelle",""," ","","Fuller","","14","","35","","1389","","03/06/2011 01:23:24",""
"In1","PMI63088F","Mathew","","C","","Vargas","","10","","80","","0877","","14/08/2011 05:59:29",""
"In1","PMK62040F","Damon","","S","","Kane","","5","","246","","9901","","01/10/2017 23:11:12",""
"In1","PMM24708M","Staci",""," ","","Clarke","","6","","192","","0877","","01/03/2012 13:11:50",""
"In1","PMM53508M","Allyson","","R","","Jefferson","","12","","100","","0736","","27/02/2010 13:01:35",""
"In1","PMM63269F","Perry","","B","","Clements","","12","","100","","9952","","22/02/2012 09:31:59",""
"In1","PMN41608F","Julian","","G","","Patton","","12","","32","","0877","","27/11/2002 00:00:28",""
"In1","PMO70131F","Melanie","","C","","Fletcher","","5","","172","","0877","","07/12/2013 07:04:32",""
"In1","PMW89279F","Jami","","D","","Hensley","","14","","89","","9952","","07/11/2015 00:53:37",""
"In1","PND61878F","Sabrina","","P","","Stout","","5","","175","","0877","","11/07/2018 10:30:26",""
"In1","PNO67651M","Harvey",""," ","","Stone","","8","","125","","1622","","28/05/2003 15:14:11",""
"In1","PNP85178F","Yvette",""," ","","Lam","","11","","112","","1622","","31/07/2019 20:44:19",""
"In1","PNQ94716M","Cesar","","U","","Rivera","","6","","220","","0736","","15/02/2009 04:44:17",""
"In1","PNS72662M","Victoria",""," ","","Mcgrath","","8","","100","","1622","","01/11/2008 00:54:18",""
"In1","PNT15279M","Terence",""," ","","Thompson","","6","","220","","9952","","01/01/2014 16:39:13",""
"In1","PNV72447F","Lena","","R","","Bradford","","9","","78","","9901","","12/02/2012 18:55:53",""
"In1","PNX23727F","Michael","","C","","Hanna","","5","","150","","0877","","06/08/2011 01:02:24",""
"In1","PNY68917M","Terence",""," ","","Raymond","","9","","78","","1622","","16/04/2002 13:14:21",""
"In1","P-O14953F","Marisa","","E","","Ortiz","","13","","64","","1756","","30/11/2002 21:02:10",""
"In1","P-O21922F","Micah","","R","","Key","","9","","75","","9999","","17/01/2007 15:44:53",""
"In1","POJ31822M","Rachelle",""," ","","Wong","","6","","220","","9952","","25/09/2012 08:04:00",""
"In1","POM85662F","Valerie",""," ","","Trujillo","","13","","100","","9901","","21/08/2019 08:43:14",""
"In1","PON31923F","Elisa","","P","","Kirby","","6","","152","","1622","","07/03/2004 08:53:16",""
"In1","POQ70008F","Jean",""," ","","Mahoney","","11","","150","","9901","","08/11/2017 11:52:48",""
"In1","POR20699M","Kareem","","J","","Woodward","","8","","101","","1756","","15/03/2000 11:09:29",""
"In1","POW38769M","Darrell","","A","","O'Neal","","7","","135","","0736","","01/06/2011 17:45:41",""
"In1","PPC14379M","Jami","","P","","Hammond","","8","","101","","9999","","11/03/2005 16:41:05",""
"In1","PPD31709M","Nikki",""," ","","Mason","","14","","35","","9952","","11/06/2017 19:32:25",""
"In1","PPK98907M","Larry",""," ","","Wheeler","","11","","150","","1756","","10/10/2005 15:34:39",""
"In1","PPN32595F","Traci","","T","","Hardin","","7","","120","","9999","","27/06/2014 13:52:22",""
"In1","PPU24745F","Bridget",""," ","","Gomez","","9","","170","","1756","","29/10/2015 14:38:37",""
